msoa,accommodation type,0-4,5-15,16-17,18-20,21-24,25-29,30+
E02000082,communal establishment: Other,0,0,0,0,0,0,0
E02000082,communal establishment: University,0,0,0,0,0,0,0
E02000082,parents,0,1302,200,112,48,7,0
E02000083,Does not apply,706,1,17,185,433,812,6823
E02000083,Living alone,0,0,1,0,0,0,13
E02000083,Living in another household type,0,22,10,9,15,13,43
E02000083,all student household,0,0,1,6,1,0,14
E02000083,communal establishment: Other,0,0,0,1,0,0,0
E02000083,communal establishment: University,0,0,0,0,0,0,0
E02000083,parents,0,1639,297,137,43,9,2
E02000084,Does not apply,632,3,9,141,394,538,7365
E02000084,Living alone,0,0,0,0,1,0,1
E02000084,Living in another household type,0,22,8,8,4,7,27
E02000084,all student household,0,0,0,10,14,0,5
E02000084,communal establishment: Other,0,0,0,0,0,0,0
E02000084,communal establishment: University,0,0,0,0,0,0,0
E02000084,parents,0,1533,225,109,57,4,1
E02000085,Does not apply,486,0,18,139,334,455,5046
E02000085,Living alone,0,0,0,0,2,0,3
E02000085,Living in another household type,0,9,6,5,8,3,18
E02000085,all student household,0,0,0,14,22,5,2
E02000085,communal establishment: Other,0,0,0,0,0,0,0
E02000085,communal establishment: University,0,0,0,0,0,0,0
E02000085,parents,0,1088,166,100,23,3,2
E02000086,Does not apply,353,2,13,124,255,405,4759
E02000086,Living alone,0,0,0,0,0,0,2
E02000086,Living in another household type,0,6,3,1,7,2,19
E02000086,all student household,0,0,0,8,2,0,3
E02000086,communal establishment: Other,0,0,0,0,0,0,0
E02000086,communal establishment: University,0,0,0,0,0,0,0
E02000086,parents,0,961,143,73,23,4,0
E02000087,Does not apply,452,2,12,121,261,420,5535
E02000087,Living alone,0,1,0,2,3,1,2
E02000087,Living in another household type,0,11,4,10,6,8,15
E02000087,all student household,0,0,0,8,2,0,8
E02000087,communal establishment: Other,0,0,0,0,0,0,0
E02000087,communal establishment: University,0,0,0,0,0,0,0
E02000087,parents,0,1025,177,84,22,7,3
E02000088,Does not apply,446,0,10,118,288,388,5105
E02000088,Living alone,0,0,0,0,0,0,2
E02000088,Living in another household type,0,18,3,12,4,4,11
E02000088,all student household,0,0,0,12,20,1,2
E02000088,communal establishment: Other,0,0,0,0,0,0,0
E02000088,communal establishment: University,0,0,0,0,0,0,0
E02000088,parents,0,1018,159,90,32,8,0
E02000089,Does not apply,452,1,10,107,281,354,5163
E02000089,Living alone,0,0,0,1,0,3,1
E02000089,Living in another household type,0,7,3,3,8,5,17
E02000089,all student household,0,0,1,28,25,6,0
E02000089,communal establishment: Other,0,0,0,0,0,0,0
E02000089,communal establishment: University,0,0,0,0,0,0,0
E02000089,parents,0,1059,193,99,43,3,0
E02000090,Does not apply,495,0,10,94,365,686,6143
E02000090,Living alone,0,0,0,2,5,0,2
E02000090,Living in another household type,0,10,5,17,11,10,27
E02000090,all student household,0,0,5,170,120,2,10
E02000090,communal establishment: Other,0,0,0,0,0,0,0
E02000090,communal establishment: University,0,0,0,121,37,2,0
E02000090,parents,0,1028,148,81,28,7,2
E02000091,Does not apply,549,0,8,143,370,602,6734
E02000091,Living alone,0,0,0,2,0,2,7
E02000091,Living in another household type,0,10,10,7,12,6,33
E02000091,all student household,0,0,0,74,62,5,5
E02000091,communal establishment: Other,0,3,3,1,0,0,0
E02000091,communal establishment: University,0,0,0,0,0,0,0
E02000091,parents,0,1190,196,96,31,6,1
E02000092,Does not apply,430,6,21,133,270,396,4143
E02000092,Living alone,0,0,0,1,4,1,1
E02000092,Living in another household type,0,8,2,8,2,1,22
E02000092,all student household,0,0,0,12,22,0,3
E02000092,communal establishment: Other,0,0,0,0,0,0,0
E02000092,communal establishment: University,0,0,0,0,0,0,0
E02000092,parents,0,1014,146,87,20,8,0
E02000093,Does not apply,672,3,10,128,539,948,7252
E02000093,Living alone,0,1,0,3,0,2,4
E02000093,Living in another household type,0,43,8,11,42,49,133
E02000093,all student household,0,0,0,3,29,11,7
E02000093,communal establishment: Other,0,0,6,0,0,0,0
E02000093,communal establishment: University,0,0,0,0,0,0,0
E02000093,parents,0,1371,237,227,113,18,9
E02000094,Does not apply,649,2,8,89,406,811,6235
E02000094,Living alone,0,0,0,2,3,1,13
E02000094,Living in another household type,0,39,11,16,34,26,73
E02000094,all student household,0,0,0,8,9,7,9
E02000094,communal establishment: Other,0,0,0,0,0,0,0
E02000094,communal establishment: University,0,0,0,0,0,0,0
E02000094,parents,0,1305,257,269,148,21,7
E02000095,Does not apply,563,5,6,106,435,772,6487
E02000095,Living alone,0,0,0,5,3,1,5
E02000095,Living in another household type,0,70,6,41,60,54,91
E02000095,all student household,0,0,0,0,0,0,8
E02000095,communal establishment: Other,0,0,0,0,0,0,0
E02000095,communal establishment: University,0,0,0,0,0,0,0
E02000095,parents,0,1228,209,196,97,15,4
E02000096,Does not apply,444,1,5,37,257,458,5044
E02000096,Living alone,0,0,0,1,4,2,4
E02000096,Living in another household type,0,21,2,9,22,22,46
E02000096,all student household,0,0,0,2,7,0,7
E02000096,communal establishment: Other,0,0,0,0,0,0,0
E02000096,communal establishment: University,0,0,0,0,0,0,0
E02000096,parents,0,895,142,119,76,10,2
E02000097,Does not apply,561,3,2,91,415,730,5786
E02000097,Living alone,0,0,0,1,2,0,3
E02000097,Living in another household type,0,37,12,17,20,52,72
E02000097,all student household,0,0,0,4,3,3,5
E02000097,communal establishment: Other,0,0,0,0,0,0,0
E02000097,communal establishment: University,0,0,0,0,0,0,0
E02000097,parents,0,1175,213,201,96,22,10
E02000098,Does not apply,439,6,11,69,341,608,5364
E02000098,Living alone,0,0,0,2,0,1,4
E02000098,Living in another household type,0,45,14,15,33,31,54
E02000098,all student household,0,0,0,4,7,3,13
E02000098,communal establishment: Other,0,0,0,0,0,0,0
E02000098,communal establishment: University,0,0,0,0,0,0,0
E02000098,parents,0,1098,228,230,115,11,3
E02000099,Does not apply,731,2,3,77,469,792,5367
E02000099,Living alone,0,0,0,1,1,3,6
E02000099,Living in another household type,0,36,6,7,58,93,92
E02000099,all student household,0,0,0,6,6,5,11
E02000099,communal establishment: Other,0,0,0,0,0,0,0
E02000099,communal establishment: University,0,0,0,0,0,0,0
E02000099,parents,0,1254,192,210,100,15,3
E02000100,Does not apply,354,1,2,60,332,572,5246
E02000100,Living alone,0,0,0,0,2,11,4
E02000100,Living in another household type,0,48,9,17,20,27,38
E02000100,all student household,0,0,0,17,25,2,3
E02000100,communal establishment: Other,0,0,0,0,0,0,1
E02000100,communal establishment: University,0,0,0,230,72,23,4
E02000100,parents,0,732,177,171,95,19,7
E02000101,Does not apply,566,2,4,105,358,675,5870
E02000101,Living alone,0,0,0,2,5,1,8
E02000101,Living in another household type,0,27,8,16,27,42,80
E02000101,all student household,0,1,0,1,10,4,10
E02000101,communal establishment: Other,0,0,0,0,0,0,0
E02000101,communal establishment: University,0,0,0,0,0,0,0
E02000101,parents,0,1404,268,283,137,19,3
E02000102,Does not apply,618,8,9,94,325,538,4516
E02000102,Living alone,0,0,0,2,6,1,5
E02000102,Living in another household type,0,46,11,16,23,14,49
E02000102,all student household,0,0,0,4,0,0,10
E02000102,communal establishment: Other,0,0,0,0,0,0,0
E02000102,communal establishment: University,0,0,0,0,0,0,0
E02000102,parents,0,1431,233,247,97,15,0
E02000103,Does not apply,654,4,5,91,423,764,5745
E02000103,Living alone,0,0,0,0,4,1,7
E02000103,Living in another household type,0,34,6,10,11,14,48
E02000103,all student household,0,0,1,6,42,4,12
E02000103,communal establishment: Other,0,9,0,0,6,2,5
E02000103,communal establishment: University,0,0,0,0,0,0,0
E02000103,parents,0,1420,265,226,126,16,7
E02000104,Does not apply,362,1,2,58,302,610,4714
E02000104,Living alone,0,0,0,0,3,2,2
E02000104,Living in another household type,0,40,4,8,20,46,49
E02000104,all student household,0,0,1,10,8,5,4
E02000104,communal establishment: Other,0,0,1,2,1,0,0
E02000104,communal establishment: University,0,0,0,0,0,0,0
E02000104,parents,0,839,163,148,79,27,1
E02000105,Does not apply,679,4,8,69,348,695,5775
E02000105,Living alone,0,1,0,1,2,9,3
E02000105,Living in another household type,0,51,5,17,109,70,126
E02000105,all student household,0,0,0,16,29,3,3
E02000105,communal establishment: Other,0,0,0,0,0,0,0
E02000105,communal establishment: University,0,0,0,0,0,0,0
E02000105,parents,0,1258,234,183,109,14,9
E02000106,Does not apply,635,6,13,120,454,745,6033
E02000106,Living alone,0,0,1,1,1,2,4
E02000106,Living in another household type,0,44,11,16,42,23,91
E02000106,all student household,0,0,1,6,41,4,10
E02000106,communal establishment: Other,0,0,0,0,0,0,0
E02000106,communal establishment: University,0,0,0,0,0,0,0
E02000106,parents,0,1404,235,227,146,18,5
E02000107,Does not apply,581,4,5,97,485,972,6756
E02000107,Living alone,0,0,0,2,8,4,14
E02000107,Living in another household type,0,49,4,24,43,40,66
E02000107,all student household,0,0,0,13,44,11,11
E02000107,communal establishment: Other,0,0,0,1,0,0,0
E02000107,communal establishment: University,0,0,0,0,0,0,0
E02000107,parents,0,1245,194,154,86,26,6
E02000108,Does not apply,434,2,15,67,283,549,4299
E02000108,Living alone,0,0,0,0,6,3,7
E02000108,Living in another household type,0,22,5,17,31,66,45
E02000108,all student household,0,0,1,2,1,3,5
E02000108,communal establishment: Other,0,0,0,0,0,0,0
E02000108,communal establishment: University,0,0,0,0,0,0,0
E02000108,parents,0,938,179,165,83,25,0
E02000110,Does not apply,451,0,0,50,349,671,5028
E02000110,Living alone,0,0,0,0,3,1,3
E02000110,Living in another household type,0,63,7,20,59,32,38
E02000110,all student household,0,1,0,13,48,10,16
E02000110,communal establishment: Other,0,0,0,0,0,0,0
E02000110,communal establishment: University,0,0,0,0,0,0,0
E02000110,parents,0,890,200,131,79,11,4
E02000111,Does not apply,698,7,8,131,473,878,6662
E02000111,Living alone,0,0,0,0,4,1,3
E02000111,Living in another household type,0,60,18,19,90,47,53
E02000111,all student household,0,0,1,1,4,2,3
E02000111,communal establishment: Other,0,0,0,3,0,1,0
E02000111,communal establishment: University,0,0,0,0,0,0,0
E02000111,parents,0,1487,247,230,114,22,8
E02000112,Does not apply,603,6,12,118,533,935,7228
E02000112,Living alone,0,0,1,4,7,3,12
E02000112,Living in another household type,0,66,16,34,52,48,81
E02000112,all student household,0,2,0,8,22,11,17
E02000112,communal establishment: Other,0,0,0,0,0,0,0
E02000112,communal establishment: University,0,0,0,0,0,0,0
E02000112,parents,0,1367,217,213,116,19,7
E02000113,Does not apply,502,3,7,135,406,620,5210
E02000113,Living alone,0,0,0,1,6,1,9
E02000113,Living in another household type,0,57,10,17,17,15,48
E02000113,all student household,0,0,0,2,7,6,9
E02000113,communal establishment: Other,0,0,0,0,0,0,0
E02000113,communal establishment: University,0,0,0,0,0,0,0
E02000113,parents,0,1645,344,341,172,36,6
E02000114,Does not apply,465,1,3,70,410,918,5522
E02000114,Living alone,0,0,0,3,4,3,3
E02000114,Living in another household type,0,35,10,38,59,46,61
E02000114,all student household,0,0,0,23,39,2,16
E02000114,communal establishment: Other,0,0,0,0,0,0,0
E02000114,communal establishment: University,0,0,0,0,0,0,0
E02000114,parents,0,892,164,133,58,17,3
E02000115,Does not apply,413,0,5,45,364,955,5246
E02000115,Living alone,0,0,0,4,18,2,47
E02000115,Living in another household type,0,14,3,11,59,57,30
E02000115,all student household,0,0,5,15,15,4,44
E02000115,communal establishment: Other,0,0,0,0,2,3,3
E02000115,communal establishment: University,0,0,0,0,0,0,0
E02000115,parents,0,895,134,125,74,9,2
E02000116,Does not apply,612,5,8,93,354,600,4894
E02000116,Living alone,0,0,1,1,3,1,6
E02000116,Living in another household type,0,22,9,14,30,16,76
E02000116,all student household,0,3,0,5,13,12,12
E02000116,communal establishment: Other,0,0,0,0,0,0,1
E02000116,communal establishment: University,0,0,0,0,0,0,0
E02000116,parents,0,1232,206,217,91,13,3
E02000117,Does not apply,830,13,11,122,565,768,7169
E02000117,Living alone,0,0,1,6,2,4,10
E02000117,Living in another household type,0,29,4,15,18,18,65
E02000117,all student household,0,3,1,5,9,6,9
E02000117,communal establishment: Other,0,4,2,0,0,0,0
E02000117,communal establishment: University,0,0,0,0,0,0,0
E02000117,parents,0,2178,390,308,135,24,7
E02000118,Does not apply,614,6,10,133,571,1010,6687
E02000118,Living alone,0,1,0,1,3,3,5
E02000118,Living in another household type,0,68,21,24,34,37,61
E02000118,all student household,0,0,0,1,3,2,11
E02000118,communal establishment: Other,0,0,0,0,0,0,0
E02000118,communal establishment: University,0,0,0,0,0,0,0
E02000118,parents,0,1356,248,226,128,27,9
E02000119,Does not apply,759,9,10,91,426,777,5859
E02000119,Living alone,0,0,0,5,30,4,11
E02000119,Living in another household type,0,55,16,26,16,35,58
E02000119,all student household,0,0,0,2,8,6,28
E02000119,communal establishment: Other,0,0,0,0,2,1,6
E02000119,communal establishment: University,0,0,0,0,0,0,0
E02000119,parents,0,1630,304,258,141,28,11
E02000120,Does not apply,477,5,1,58,351,988,5618
E02000120,Living alone,0,0,0,4,4,39,22
E02000120,Living in another household type,0,31,3,16,33,42,45
E02000120,all student household,0,0,0,16,56,8,15
E02000120,communal establishment: Other,0,0,0,0,0,0,0
E02000120,communal establishment: University,0,0,0,0,0,0,0
E02000120,parents,0,891,135,101,43,5,2
E02000121,Does not apply,780,4,14,182,538,1057,7073
E02000121,Living alone,0,0,0,3,2,6,7
E02000121,Living in another household type,0,98,21,28,57,51,71
E02000121,all student household,0,0,0,2,2,5,13
E02000121,communal establishment: Other,0,0,0,0,0,0,0
E02000121,communal establishment: University,0,0,0,0,0,0,0
E02000121,parents,0,1516,324,269,108,24,1
E02000122,Does not apply,411,3,2,78,234,575,5216
E02000122,Living alone,0,0,1,0,3,6,6
E02000122,Living in another household type,0,12,2,11,19,41,35
E02000122,all student household,0,0,0,9,12,6,3
E02000122,communal establishment: Other,0,0,0,0,0,0,0
E02000122,communal establishment: University,0,0,0,0,0,0,0
E02000122,parents,0,1058,195,135,75,10,6
E02000123,Does not apply,817,1,9,125,576,968,8035
E02000123,Living alone,0,0,0,6,8,6,16
E02000123,Living in another household type,0,31,17,22,43,31,66
E02000123,all student household,0,2,2,20,17,2,15
E02000123,communal establishment: Other,0,1,0,0,2,1,1
E02000123,communal establishment: University,0,0,0,0,0,0,0
E02000123,parents,0,1940,361,269,149,19,11
E02000124,Does not apply,669,7,5,66,343,838,6190
E02000124,Living alone,0,2,1,3,4,2,11
E02000124,Living in another household type,0,18,23,13,38,57,25
E02000124,all student household,0,0,0,12,27,5,7
E02000124,communal establishment: Other,0,0,0,0,0,0,0
E02000124,communal establishment: University,0,0,0,0,0,0,0
E02000124,parents,0,1140,230,129,73,7,6
E02000125,Does not apply,639,2,2,85,318,725,6362
E02000125,Living alone,0,0,0,3,9,1,24
E02000125,Living in another household type,0,22,2,31,29,24,30
E02000125,all student household,0,5,0,6,6,4,11
E02000125,communal establishment: Other,0,0,0,0,0,0,0
E02000125,communal establishment: University,0,0,0,0,0,0,0
E02000125,parents,0,1205,193,139,46,13,8
E02000126,Does not apply,435,2,4,72,318,718,4716
E02000126,Living alone,0,0,0,2,11,4,14
E02000126,Living in another household type,0,20,11,10,19,44,44
E02000126,all student household,0,2,0,13,12,14,11
E02000126,communal establishment: Other,0,0,0,0,0,0,0
E02000126,communal establishment: University,0,0,0,0,0,0,0
E02000126,parents,0,1160,215,208,91,18,4
E02000127,Does not apply,656,2,25,146,359,517,5712
E02000127,Living alone,0,0,0,2,2,0,5
E02000127,Living in another household type,0,9,4,8,11,8,28
E02000127,all student household,0,0,2,1,0,2,9
E02000127,communal establishment: Other,0,0,0,0,0,0,0
E02000127,communal establishment: University,0,0,0,0,0,0,0
E02000127,parents,0,1441,219,122,40,6,5
E02000128,Does not apply,521,3,9,85,241,355,5068
E02000128,Living alone,0,0,0,0,0,1,1
E02000128,Living in another household type,0,7,1,4,5,5,23
E02000128,all student household,0,0,0,0,2,1,6
E02000128,communal establishment: Other,0,111,23,12,0,0,0
E02000128,communal establishment: University,0,0,0,0,0,0,0
E02000128,parents,0,1042,149,80,26,2,0
E02000130,Does not apply,544,3,4,87,247,523,5584
E02000130,Living alone,0,0,0,0,1,1,9
E02000130,Living in another household type,0,13,4,2,7,8,34
E02000130,all student household,0,0,0,10,0,2,6
E02000130,communal establishment: Other,0,0,0,0,0,0,0
E02000130,communal establishment: University,0,0,0,0,0,0,0
E02000130,parents,0,1047,150,81,36,13,3
E02000131,Does not apply,776,1,6,73,279,970,6783
E02000131,Living alone,0,0,2,4,1,0,13
E02000131,Living in another household type,0,7,7,8,20,25,51
E02000131,all student household,0,2,0,11,4,3,15
E02000131,communal establishment: Other,0,0,0,0,0,0,0
E02000131,communal establishment: University,0,0,0,0,0,0,0
E02000131,parents,0,1063,188,139,36,2,3
E02000132,Does not apply,641,1,3,58,227,777,6782
E02000132,Living alone,0,0,0,1,4,6,11
E02000132,Living in another household type,0,5,1,8,17,15,51
E02000132,all student household,0,0,0,1,7,0,18
E02000132,communal establishment: Other,0,0,0,0,0,0,0
E02000132,communal establishment: University,0,0,0,0,0,0,0
E02000132,parents,0,957,138,81,22,3,2
E02000133,Does not apply,559,0,5,70,291,480,7341
E02000133,Living alone,0,0,0,0,0,0,5
E02000133,Living in another household type,0,7,4,6,6,5,34
E02000133,all student household,0,0,0,2,3,0,5
E02000133,communal establishment: Other,0,0,0,0,0,1,0
E02000133,communal establishment: University,0,0,0,0,0,0,0
E02000133,parents,0,1489,265,117,42,6,4
E02000134,Does not apply,789,3,11,91,360,825,7559
E02000134,Living alone,0,0,0,4,6,4,23
E02000134,Living in another household type,0,19,6,10,40,17,50
E02000134,all student household,0,0,0,3,42,44,20
